Price,Close,High,Low,Open,Volume
Ticker,^DJI,^DJI,^DJI,^DJI,^DJI
Date,,,,,
2017-03-02,21002.970703125,21129.19921875,20996.609375,21128.91015625,319910000
2017-03-03,21005.7109375,21039.9609375,20953.859375,21008.75,254420000
2017-03-06,20954.33984375,20986.4296875,20912.109375,20955.7109375,266620000
2017-03-07,20924.759765625,20970.5390625,20901.259765625,20934.890625,274630000
2017-03-08,20855.73046875,20951.439453125,20835.580078125,20940.439453125,296780000
2017-03-09,20858.189453125,20900.5703125,20777.16015625,20864.3203125,275960000
2017-03-10,20902.98046875,20940.2890625,20827.66015625,20919.009765625,315430000
2017-03-13,20881.48046875,20926.060546875,20845.7109375,20899.279296875,289260000
2017-03-14,20837.369140625,20874.0,20786.310546875,20848.599609375,246820000
2017-03-15,20950.099609375,20977.470703125,20859.599609375,20874.779296875,306590000
2017-03-16,20934.55078125,21000.109375,20893.5,20969.26953125,264360000
2017-03-17,20914.619140625,20980.509765625,20911.0703125,20965.369140625,535280000
2017-03-20,20905.859375,20955.44921875,20885.69921875,20916.26953125,253610000
2017-03-21,20668.009765625,20970.0390625,20653.259765625,20956.330078125,369320000
2017-03-22,20661.30078125,20686.2109375,20578.94921875,20640.419921875,325090000
2017-03-23,20656.580078125,20757.890625,20618.619140625,20645.0703125,280050000
2017-03-24,20596.720703125,20718.330078125,20529.669921875,20674.44921875,292980000
2017-03-27,20550.98046875,20578.4609375,20412.80078125,20488.349609375,269380000
2017-03-28,20701.5,20735.609375,20520.099609375,20542.140625,299670000
2017-03-29,20659.3203125,20684.73046875,20625.029296875,20675.75,238320000
2017-03-30,20728.490234375,20753.779296875,20643.599609375,20662.7890625,270900000
2017-03-31,20663.220703125,20722.58984375,20660.6796875,20700.33984375,303770000
2017-04-03,20650.2109375,20692.33984375,20517.8203125,20665.169921875,285670000
2017-04-04,20689.240234375,20701.2890625,20605.30078125,20634.939453125,237390000
2017-04-05,20648.150390625,20887.5,20639.55078125,20745.060546875,284980000
2017-04-06,20662.94921875,20746.4609375,20612.169921875,20653.76953125,251720000
2017-04-07,20656.099609375,20726.0703125,20606.94921875,20647.810546875,219730000
2017-04-10,20658.01953125,20750.330078125,20614.859375,20668.220703125,230480000
2017-04-11,20651.30078125,20660.029296875,20512.560546875,20644.3203125,255120000
2017-04-12,20591.859375,20642.5390625,20553.029296875,20637.94921875,267670000
2017-04-13,20453.25,20612.26953125,20453.25,20561.689453125,235810000
2017-04-17,20636.919921875,20644.41015625,20484.75,20484.75,229240000
2017-04-18,20523.279296875,20600.119140625,20462.279296875,20561.390625,263180000
2017-04-19,20404.490234375,20546.689453125,20379.55078125,20503.51953125,294790000
2017-04-20,20578.7109375,20629.779296875,20406.6796875,20406.6796875,312440000
2017-04-21,20547.759765625,20601.400390625,20505.330078125,20578.099609375,369600000
2017-04-24,20763.890625,20792.19921875,20723.58984375,20723.58984375,342400000
2017-04-25,20996.119140625,21026.970703125,20909.380859375,20915.509765625,348180000
2017-04-26,20975.08984375,21070.900390625,20972.26953125,21009.94921875,328550000
2017-04-27,20981.330078125,21005.80078125,20935.80078125,20991.119140625,305690000
2017-04-28,20940.509765625,20987.759765625,20926.75,20987.390625,329990000
2017-05-01,20913.4609375,20976.619140625,20898.380859375,20962.73046875,288160000
2017-05-02,20949.890625,20960.919921875,20904.060546875,20941.189453125,338810000
2017-05-03,20957.900390625,20972.740234375,20874.1796875,20915.0,310920000
2017-05-04,20951.470703125,20990.7890625,20847.94921875,20987.830078125,274720000
2017-05-05,21006.939453125,21006.939453125,20905.0,20929.0390625,260960000
2017-05-08,21012.279296875,21017.890625,20971.05078125,20991.259765625,276150000
2017-05-09,20975.779296875,21046.849609375,20938.0390625,21022.279296875,273000000
2017-05-10,20943.109375,20976.279296875,20884.150390625,20958.490234375,283340000
2017-05-11,20919.419921875,20933.359375,20798.900390625,20925.720703125,287680000
2017-05-12,20896.609375,20916.099609375,20869.740234375,20893.189453125,288500000
2017-05-15,20981.939453125,21000.830078125,20923.630859375,20923.630859375,313170000
2017-05-16,20979.75,21033.529296875,20932.880859375,20984.48046875,311580000
2017-05-17,20606.9296875,20846.169921875,20601.080078125,20846.169921875,423200000
2017-05-18,20663.01953125,20759.19921875,20553.44921875,20579.650390625,422590000
2017-05-19,20804.83984375,20857.130859375,20687.939453125,20698.279296875,365180000
2017-05-22,20894.830078125,20914.259765625,20860.16015625,20867.76953125,276120000
2017-05-23,20937.91015625,20961.140625,20896.220703125,20908.669921875,244950000
2017-05-24,21012.419921875,21022.8203125,20933.580078125,20949.2109375,283180000
2017-05-25,21082.94921875,21112.3203125,21051.41015625,21062.9609375,268970000
2017-05-26,21080.279296875,21092.8203125,21050.490234375,21070.150390625,208000000
2017-05-30,21029.470703125,21063.619140625,21009.599609375,21045.490234375,242810000
2017-05-31,21008.650390625,21051.69921875,20942.5703125,21048.4609375,371580000
